Timestamp,Labels,I_w_BLO_Weg,O_w_BLO_power,O_w_BLO_voltage,I_w_BHL_Weg,O_w_BHL_power,O_w_BHL_voltage,I_w_BHR_Weg,O_w_BHR_power,O_w_BHR_voltage,I_w_BRU_Weg,O_w_BRU_power,O_w_BRU_voltage,I_w_HR_Weg,O_w_HR_power,O_w_HR_voltage,I_w_HL_Weg,O_w_HL_power,O_w_HL_voltage
5.01399993896484,0,323,21675,51,931,105,1,781,0,0,565,0,0,-833,3784,24,-833,6492,24
5.11799621582031,0,323,21675,51,931,105,1,781,0,0,565,0,0,-833,3784,24,-833,6492,24
5.16200256347656,0,323,21675,51,931,105,1,781,0,0,565,0,0,-833,3784,24,-833,6492,24
5.21800231933594,0,323,21675,51,931,105,1,781,0,0,565,0,0,-833,3784,24,-833,6492,24
5.26899719238281,0,392,18850,50,931,93,1,781,0,0,565,0,0,-833,3616,26,-833,6908,26
5.36000061035156,0,392,18850,50,931,93,1,781,0,0,565,0,0,-833,3616,26,-833,6908,26
5.41799926757813,0,392,18850,50,931,93,1,781,0,0,565,0,0,-833,3616,26,-833,6908,26
5.46299743652344,0,392,18850,50,931,93,1,781,0,0,565,0,0,-833,3616,26,-833,6908,26
5.51799774169922,0,449,15080,41,931,87,1,781,0,0,565,0,0,-833,2560,24,-833,8572,23
5.61399841308594,0,449,15080,41,931,87,1,781,0,0,565,0,0,-833,2560,24,-833,8572,23
5.65999603271484,0,449,15080,41,931,87,1,781,0,0,565,0,0,-833,2560,24,-833,8572,23
5.71499633789063,0,490,1548,12,931,76,1,781,0,0,565,0,0,-833,4048,26,-833,9973,26
5.76100158691406,0,490,1548,12,931,76,1,781,0,0,565,0,0,-833,4048,26,-833,9973,26
5.86100006103516,0,490,1548,12,931,76,1,781,0,0,565,0,0,-833,4048,26,-833,9973,26
5.91799926757813,0,461,18706,47,931,55,0,781,0,0,565,0,0,-833,6778,24,-833,9092,26
5.96800231933594,0,461,18706,47,931,55,0,781,0,0,565,0,0,-833,6778,24,-833,9092,26
6.01699829101563,0,461,18706,47,931,55,0,781,0,0,565,0,0,-833,6778,24,-833,9092,26
6.11699676513672,0,391,19900,49,931,0,0,781,0,0,565,0,0,-833,4288,26,-833,11809,26
6.16099548339844,0,391,19900,49,931,0,0,781,0,0,565,0,0,-833,4288,26,-833,11809,26
6.21599578857422,0,391,19900,49,931,0,0,781,0,0,565,0,0,-833,4288,26,-833,11809,26
6.26100158691406,0,391,19900,49,931,0,0,781,0,0,565,0,0,-833,4288,26,-833,11809,26
6.31900024414063,0,391,19900,49,931,0,0,781,0,0,565,0,0,-833,4288,26,-833,11809,26
6.42099761962891,0,321,18424,49,931,0,0,781,0,0,565,0,0,-833,7636,24,-833,10444,26
6.46499633789063,0,321,18424,49,931,0,0,781,0,0,565,0,0,-833,7636,24,-833,10444,26
6.51999664306641,0,321,18424,49,931,0,0,781,0,0,565,0,0,-833,7636,24,-833,10444,26
6.61100006103516,0,321,18424,49,931,0,0,781,0,0,565,0,0,-833,7636,24,-833,10444,26
6.66999816894531,0,252,19176,50,931,0,0,781,0,0,565,0,0,-833,7636,26,-833,10964,26
6.71399688720703,0,252,19176,50,931,0,0,781,0,0,565,0,0,-833,7636,26,-833,10964,26
6.76899719238281,0,252,19176,50,931,0,0,781,0,0,565,0,0,-833,7636,26,-833,10964,26
6.85700225830078,0,187,20150,51,931,0,0,781,0,0,565,0,0,-833,4840,24,-833,11302,26
6.91799926757813,0,187,20150,51,931,0,0,781,0,0,565,0,0,-833,4840,24,-833,11302,26
6.97200012207031,0,187,20150,51,931,0,0,781,0,0,565,0,0,-833,4840,24,-833,11302,26
7.01899719238281,0,116,21600,50,0,516,7,781,0,0,565,0,0,-833,8182,24,-833,13078,27
7.06800079345703,0,116,21600,50,0,516,7,781,0,0,565,0,0,-833,8182,24,-833,13078,27
7.16699981689453,0,116,21600,50,0,516,7,781,0,0,565,0,0,-833,8182,24,-833,13078,27
7.22200012207031,0,46,18300,50,-55,18207,51,781,0,0,565,0,0,-833,5344,24,-833,11744,29
7.26599884033203,0,46,18300,50,-55,18207,51,781,0,0,565,0,0,-833,5344,24,-833,11744,29
7.322998046875,0,46,18300,50,-55,18207,51,781,0,0,565,0,0,-833,5344,24,-833,11744,29
7.42499542236328,0,46,18300,50,-55,18207,51,781,0,0,565,0,0,-833,5344,24,-833,11744,29
7.46900177001953,0,46,18300,50,-55,18207,51,781,0,0,565,0,0,-833,5344,24,-833,11744,29
7.52099609375,0,-27,19074,51,-130,18228,49,781,0,0,565,0,0,-833,8754,26,-833,12368,29
7.56500244140625,0,-27,19074,51,-130,18228,49,781,0,0,565,0,0,-833,8754,26,-833,12368,29
7.66500091552734,0,-27,19074,51,-130,18228,49,781,0,0,565,0,0,-833,8754,26,-833,12368,29
7.71299743652344,0,-93,9730,35,-198,18972,52,781,0,0,565,0,0,-833,8780,24,-833,15130,27
7.76799774169922,0,-93,9730,35,-198,18972,52,781,0,0,565,0,0,-833,8780,24,-833,15130,27
7.86100006103516,0,-93,9730,35,-198,18972,52,781,0,0,565,0,0,-833,8780,24,-833,15130,27
7.9219970703125,0,-107,149,1,-267,18666,50,781,0,0,565,0,0,-833,8780,26,-833,19432,29
7.96599578857422,0,-107,149,1,-267,18666,50,781,0,0,565,0,0,-833,8780,26,-833,19432,29
8.02099609375,0,-107,149,1,-267,18666,50,781,0,0,565,0,0,-833,8780,26,-833,19432,29
8.12200164794922,0,-107,141,2,-368,13292,95,-35,8818,86,565,0,0,-817,21048,24,-817,25296,24
8.16600036621094,0,-107,141,2,-368,13292,95,-35,8818,86,565,0,0,-817,21048,24,-817,25296,24
8.22599792480469,0,-107,141,2,-368,13292,95,-35,8818,86,565,0,0,-817,21048,24,-817,25296,24
8.31500244140625,0,-107,141,2,-368,13292,95,-35,8818,86,565,0,0,-817,21048,24,-817,25296,24
8.36899566650391,0,-107,141,2,-368,13292,95,-35,8818,86,565,0,0,-817,21048,24,-817,25296,24
8.42600250244141,0,-107,122,1,-508,12446,94,-174,3277,90,565,0,0,-742,30751,92,-740,12155,85
8.47200012207031,0,-107,122,1,-508,12446,94,-174,3277,90,565,0,0,-742,30751,92,-740,12155,85
8.57099914550781,0,-107,122,1,-508,12446,94,-174,3277,90,565,0,0,-742,30751,92,-740,12155,85
8.57099914550781,0,-107,113,1,-647,7282,90,-313,5591,88,565,0,0,-605,5630,159,-603,25872,156
8.67299652099609,0,-107,113,1,-647,7282,90,-313,5591,88,565,0,0,-605,5630,159,-603,25872,156
8.71800231933594,0,-107,113,1,-647,7282,90,-313,5591,88,565,0,0,-605,5630,159,-603,25872,156
8.76699829101563,0,-107,93,0,-739,3888,24,-450,13022,95,565,0,0,-408,22944,211,-405,13812,211
8.86699676513672,0,-107,93,0,-739,3888,24,-450,13022,95,565,0,0,-408,22944,211,-405,13812,211
8.91300201416016,0,-107,93,0,-739,3888,24,-450,13022,95,565,0,0,-408,22944,211,-405,13812,211
8.97299957275391,0,-107,0,0,-746,0,0,-590,18933,98,565,0,0,-213,17352,147,-210,4828,147
9.01699829101563,0,-107,0,0,-746,0,0,-590,18933,98,565,0,0,-213,17352,147,-210,4828,147
9.12599945068359,0,-107,0,0,-746,0,0,-590,18933,98,565,0,0,-213,17352,147,-210,4828,147
9.17499542236328,0,-107,0,0,-746,0,0,-590,18933,98,565,0,0,-213,17352,147,-210,4828,147
9.22100067138672,0,-107,0,0,-746,39,0,-729,11484,94,565,0,0,-81,16416,82,-80,10094,82
9.26999664306641,0,-107,0,0,-746,39,0,-729,11484,94,565,0,0,-81,16416,82,-80,10094,82
9.37300109863281,0,-107,0,0,-746,39,0,-729,11484,94,565,0,0,-81,16416,82,-80,10094,82
9.42800140380859,0,-107,0,0,-746,39,0,-729,11484,94,565,0,0,-81,16416,82,-80,10094,82
9.47200012207031,0,-107,0,0,-746,39,0,-729,11484,94,565,0,0,-81,16416,82,-80,10094,82
9.52700042724609,0,-107,0,0,0,0,0,-868,13198,93,565,0,0,-11,26672,16,-11,23440,14
9.62300109863281,0,-107,0,0,0,0,0,-868,13198,93,565,0,0,-11,26672,16,-11,23440,14
9.66400146484375,0,-107,0,0,0,0,0,-868,13198,93,565,0,0,-11,26672,16,-11,23440,14
9.72200012207031,0,-107,0,0,0,0,0,-1007,32451,86,565,0,0,0,11485,26,0,7120,24
9.77799987792969,0,-107,0,0,0,0,0,-1007,32451,86,565,0,0,0,11485,26,0,7120,24
9.87799835205078,0,-107,0,0,0,0,0,-1007,32451,86,565,0,0,0,11485,26,0,7120,24
9.92299652099609,0,-107,0,0,0,0,0,-1089,15450,49,-26,21372,52,0,9638,26,0,12628,26
9.96800231933594,0,-107,0,0,0,0,0,-1089,15450,49,-26,21372,52,0,9638,26,0,12628,26
10.0219955444336,0,-107,0,0,0,0,0,-1089,15450,49,-26,21372,52,0,9638,26,0,12628,26
10.0960006713867,0,-107,0,0,0,0,0,-1158,13254,47,-95,20176,51,0,9378,27,0,13356,26
10.140998840332,0,-107,0,0,0,0,0,-1158,13254,47,-95,20176,51,0,9378,27,0,13356,26
10.2509994506836,0,-107,0,0,0,0,0,-1158,13254,47,-95,20176,51,0,9378,27,0,13356,26
10.306999206543,0,-107,0,0,0,0,0,-1158,13254,47,-165,20176,51,0,9378,26,0,13356,24
10.3610000610352,0,-107,0,0,0,0,0,-1228,17595,51,-165,19760,52,0,9118,26,0,13356,24
10.4099960327148,0,-107,0,0,0,0,0,-1228,17595,51,-165,19760,52,0,9118,26,0,13356,24
10.4700012207031,0,-107,0,0,0,0,0,-1228,17595,51,-165,19760,52,0,9118,26,0,13356,24
10.5169982910156,0,-107,0,0,0,0,0,-1268,0,0,-236,19872,54,0,9118,26,0,12576,26
10.6210021972656,0,-107,0,0,0,0,0,-1268,0,0,-236,19872,54,0,9118,26,0,12576,26
10.6780014038086,0,-107,0,0,0,0,0,-1268,0,0,-236,19872,54,0,9118,26,0,12576,26
10.7229995727539,0,-107,0,0,0,0,0,-1268,0,0,-236,19872,54,0,9118,26,0,12576,26
10.7809982299805,0,-107,0,0,0,0,0,-1268,0,0,-305,24976,56,0,8624,26,0,12576,24
10.8290023803711,0,-107,0,0,0,0,0,-1268,0,0,-305,24976,56,0,8624,26,0,12576,24
10.931999206543,0,-107,0,0,0,0,0,-1268,0,0,-305,24976,56,0,8624,26,0,12576,24
10.9869995117188,0,-107,0,0,0,0,0,-1268,0,0,-376,17100,50,0,8312,26,0,8752,24
11.0619964599609,0,-107,0,0,0,0,0,-1268,0,0,-376,17100,50,0,8312,26,0,8752,24
11.1019973754883,0,-107,0,0,0,0,0,-1268,0,0,-376,17100,50,0,8312,26,0,8752,24
11.1549987792969,0,-107,0,0,0,0,0,-1268,0,0,-376,17100,50,0,8312,26,0,8752,24
11.213996887207,0,-107,0,0,0,0,0,-1268,0,0,-444,22724,52,0,7922,26,0,8392,24
11.3129959106445,0,-107,0,0,0,0,0,-1268,0,0,-444,22724,52,0,7922,26,0,8392,24
11.3679962158203,0,-107,0,0,0,0,0,-1268,0,0,-444,22724,52,0,7922,26,0,8392,24
11.4130020141602,0,-107,0,0,0,0,0,-1268,0,0,-514,19800,49,0,7636,26,0,8080,24
11.4820022583008,0,-107,0,0,0,0,0,-1268,0,0,-514,19800,49,0,7636,26,0,8080,24
11.5260009765625,0,-107,0,0,0,0,0,-1268,0,0,-514,19800,49,0,7636,26,0,8080,24
11.5810012817383,0,-107,0,0,0,0,0,-1268,0,0,-514,19800,49,0,7636,26,0,8080,24
11.681999206543,0,-107,0,0,0,0,0,-1268,0,0,-514,19800,49,0,7636,26,0,8080,24
11.7369995117188,0,-107,0,0,0,0,0,-1268,0,0,-583,21369,52,0,7168,26,0,11094,26
11.7910003662109,0,-107,0,0,0,0,0,-1268,0,0,-583,21369,52,0,7168,26,0,11094,26
11.8529968261719,0,-107,0,0,0,0,0,-1268,0,0,-583,21369,52,0,7168,26,0,11094,26
0,0,8,0,0,-547,0,0,-873,0,0,-25,7714,36,0,5764,26,0,2974,24
0.0589981079101563,0,8,0,0,-547,0,0,-873,0,0,-25,7714,36,0,5764,26,0,2974,24
0.103996276855469,0,8,0,0,-547,0,0,-873,0,0,-25,7714,36,0,5764,26,0,2974,24
0.162002563476563,0,8,0,0,-547,0,0,-873,0,0,-25,7714,36,0,5764,26,0,2974,24
0.261001586914063,0,8,0,0,-547,0,0,-873,0,0,7,17187,50,0,5920,26,0,5008,23
0.316001892089844,0,8,0,0,-547,0,0,-873,0,0,7,17187,50,0,5920,26,0,5008,23
0.373001098632813,0,8,0,0,-547,0,0,-873,0,0,7,17187,50,0,5920,26,0,5008,23
0.416999816894531,0,8,0,0,-547,0,0,-873,0,0,75,20124,52,0,6492,26,0,3434,23
0.477996826171875,0,8,0,0,-547,0,0,-873,0,0,75,20124,52,0,6492,26,0,3434,23
0.527000427246094,0,8,0,0,-547,0,0,-873,0,0,75,20124,52,0,6492,26,0,3434,23
0.641998291015625,0,8,0,0,-547,0,0,-873,0,0,75,20124,52,0,6492,26,0,3434,23
0.685997009277344,0,8,0,0,-547,0,0,-873,0,0,145,20145,51,0,6648,26,0,3434,23
0.740997314453125,0,8,0,0,-547,0,0,-873,0,0,145,20145,51,0,6648,26,0,3434,23
0.78900146484375,0,8,0,0,-547,0,0,-873,0,0,145,20145,51,0,6648,26,0,3434,23
0.850997924804688,0,8,0,0,-547,0,0,-873,0,0,214,20145,52,0,6648,26,0,3434,23
0.963996887207031,0,8,0,0,-547,0,0,-873,0,0,214,22464,52,0,7168,26,0,3434,23
1.00899505615234,0,8,0,0,-547,0,0,-873,0,0,214,22464,52,0,7168,26,0,3434,23
1.06500244140625,0,8,0,0,-547,0,0,-873,0,0,214,22464,52,0,7168,26,0,3434,23
1.11299896240234,0,8,0,0,-547,0,0,-873,0,0,214,22464,52,0,7168,26,0,3434,23
1.16099548339844,0,8,0,0,-547,0,0,-873,0,0,284,20600,50,0,7376,26,0,3434,23
1.21800231933594,0,8,0,0,-547,0,0,-873,0,0,284,20600,50,0,7376,26,0,3434,23
1.32199859619141,0,8,0,0,-547,0,0,-873,0,0,284,20600,50,0,7376,26,0,3434,23
1.38199615478516,0,8,0,0,-547,0,0,1,4428,19,355,15745,47,0,7636,26,0,3434,23
1.42600250244141,0,8,0,0,-547,0,0,1,4428,19,355,15745,47,0,7636,26,0,3434,23
1.48099517822266,0,8,0,0,-547,0,0,1,4428,19,355,15745,47,0,7636,26,0,3434,23
1.53800201416016,0,8,0,0,-547,0,0,63,14030,46,424,16544,47,0,10378,26,0,5008,23
1.63899993896484,0,8,0,0,-547,0,0,63,14030,46,424,16544,47,0,10378,26,0,5008,23
1.69000244140625,0,8,0,0,-547,0,0,63,14030,46,424,16544,47,0,10378,26,0,5008,23
1.76899719238281,0,8,0,0,-547,0,0,63,14030,46,424,16544,47,0,10378,26,0,5008,23
1.82499694824219,0,8,0,0,-547,0,0,132,17050,49,494,16497,46,0,11809,26,0,3434,24
1.88299560546875,0,8,0,0,-547,0,0,132,17050,49,494,16497,46,0,11809,26,0,3434,24
1.92800140380859,0,8,0,0,-547,0,0,132,17050,49,494,16497,46,0,11809,26,0,3434,24
1.98400115966797,0,8,0,0,-547,0,0,132,17050,49,494,16497,46,0,11809,26,0,3434,24
2.02899932861328,0,8,0,0,-547,0,0,202,20000,50,562,5678,33,0,13078,26,0,5008,24
2.08699798583984,0,8,0,0,-547,0,0,202,20000,50,562,5678,33,0,13078,26,0,5008,24
2.20500183105469,0,8,0,0,-547,0,0,202,20000,50,562,5678,33,0,13078,26,0,5008,24
2.26000213623047,0,8,0,0,-547,0,0,202,20000,50,562,5678,3,0,13078,27,0,8156,24
2.31500244140625,0,8,0,0,-547,0,0,272,16950,49,572,166,3,0,14293,27,0,8156,24
2.35900115966797,0,8,0,0,-547,0,0,272,16950,49,572,166,3,0,14293,27,0,8156,24
2.41200256347656,0,8,0,0,-547,0,0,272,16950,49,572,166,3,0,14293,27,0,8156,24
2.51399993896484,0,8,0,0,-547,0,0,378,7966,93,572,136,2,-18,4799,87,-19,22777,85
2.55799865722656,0,8,0,0,-547,0,0,378,7966,93,572,136,2,-18,4799,87,-19,22777,85
2.61699676513672,0,8,0,0,-547,0,0,378,7966,93,572,136,2,-18,4799,87,-19,22777,85
2.66200256347656,0,8,0,0,-547,0,0,517,18556,95,572,52,2,-99,12688,152,-100,23508,149
2.71800231933594,0,8,0,0,-547,0,0,517,18556,95,572,52,2,-99,12688,152,-100,23508,149
2.82399749755859,0,8,0,0,-547,0,0,517,18556,95,572,52,2,-99,12688,152,-100,23508,149
2.87400054931641,0,8,0,0,0,648,8,661,5362,93,572,54,2,-247,2115,231,-248,2856,226
2.92900085449219,0,8,0,0,0,648,8,661,5362,93,572,54,2,-247,2115,231,-248,2856,226
2.98400115966797,0,8,0,0,0,648,8,661,5362,93,572,54,2,-247,2115,231,-248,2856,226
3.06600189208984,0,8,0,0,92,19127,97,767,5670,34,572,18,1,-450,9885,261,-452,17840,261
3.14099884033203,0,8,0,0,92,19127,97,767,5670,34,572,18,1,-450,9885,261,-452,17840,261
3.19999694824219,0,8,0,0,92,19127,97,767,5670,34,572,18,1,-450,9885,261,-452,17840,261
3.24099731445313,0,8,0,0,92,19127,97,767,5670,34,572,18,1,-450,9885,261,-452,17840,261
3.29799652099609,0,8,0,0,92,19127,97,767,5670,34,572,18,1,-450,9885,261,-452,17840,261
3.34300231933594,0,8,0,0,234,16917,94,781,20,0,572,13,1,-640,20090,184,-641,17680,188
3.45700073242188,0,8,0,0,234,16917,94,781,20,0,572,13,1,-640,20090,184,-641,17680,188
3.50199890136719,0,8,0,0,234,16917,94,781,20,0,572,13,1,-640,20090,184,-641,17680,188
3.55999755859375,0,8,0,0,373,13267,93,781,20,0,572,13,1,-763,20090,184,-764,17680,188
3.60499572753906,0,8,0,0,373,13267,93,781,20,1,572,0,1,-763,4787,126,-764,29056,123
3.66200256347656,0,8,0,0,373,13267,93,781,20,1,572,0,1,-763,4787,126,-764,29056,123
3.76100158691406,0,8,0,0,373,13267,93,781,20,1,572,0,1,-763,4787,126,-764,29056,123
3.81600189208984,0,8,0,0,512,17016,97,781,0,0,572,3,1,-825,12156,59,-826,17808,59
3.87100219726563,0,8,0,0,512,17016,97,781,0,0,572,3,1,-825,12156,59,-826,17808,59
3.91899871826172,0,8,0,0,512,17016,97,781,0,0,572,3,1,-825,12156,59,-826,17808,59
3.97699737548828,0,0,0,0,652,11502,94,781,0,1,572,0,0,-833,13456,27,-833,22680,31
4.07599639892578,0,0,0,0,652,11502,94,781,0,1,572,0,0,-833,13456,27,-833,22680,31
4.13099670410156,0,0,0,0,652,11502,94,781,0,1,572,0,0,-833,13456,27,-833,22680,31
4.17499542236328,0,27,16560,45,791,11024,92,781,20,1,572,0,1,-833,10236,26,-833,22680,29
4.22499847412109,0,27,16560,45,791,11024,92,781,20,1,572,0,1,-833,10236,26,-833,22680,29
4.26399993896484,0,27,16560,45,791,11024,92,781,20,1,572,0,1,-833,10236,26,-833,22680,29
4.34099578857422,0,27,16560,45,791,11024,92,781,20,1,572,0,1,-833,10236,26,-833,22680,29
